X,Y,Z,within,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
206079.19874997504,505329.07726257056,6.5496697425842285,False,6.139998741473025,52.53322060099706,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-36.31477893776656,143.59085017435137,13632.915819148822,1.5096697425842285,0.0063447691970354,89.99365523080296,323.68522106223344,324.0,13632.065775519312,323.75348310650907,323.75348310650907,324.0,0.0063451648326405,89.99365483516736,0.8500436295089457,360.0682620442756,3.956356051503657e-07,0.0,144.0
206907.9808292013,504776.55587641976,11.332829475402832,False,6.152126027960372,52.5281771873315,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-34.82857663801551,145.08667449545678,12697.061611751438,6.292829475402832,0.0283965339099631,89.97160346609003,325.17142336198447,325.0,12696.271702857668,325.238492095674,325.238492095674,325.0,0.0283983006231794,89.97160169937682,0.789908893770189,360.06706873368955,1.7667132162224597e-06,0.0,145.0
205099.7290199804,503043.6478925831,7.13044548034668,False,6.125221172385015,52.51277291738113,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-46.18888258009381,133.70503976937144,12583.672092641142,2.09044548034668,0.0095181836702741,89.99048181632972,313.81111741990617,314.0,12582.87673335082,313.88260100969205,313.88260100969205,314.0,0.0095187853113639,89.99048121468864,0.7953592903213575,360.0714835897859,6.016410897362323e-07,0.0,134.0
224362.63370987555,502692.04337412346,20.23798561096192,False,6.408871521384671,52.50750851565652,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,51.38944061421089,-128.49168557124588,13024.84303844234,15.197985610961922,0.0668553190883886,89.93314468091161,51.38944061421089,51.0,13024.110291873352,51.31967101006443,51.31967101006443,51.0,0.0668590804171945,89.93314091958281,0.7327465689886594,0.0697696041464581,3.761328805834685e-06,0.0,-129.0
224437.9775352597,502692.04337412346,20.35675621032715,False,6.409981117436331,52.50749895173741,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,51.59844152856135,-128.28180470369173,13083.236641607922,15.31675621032715,0.067077062793416,89.93292293720658,51.59844152856135,52.0,13082.501008985788,51.52878995491545,51.52878995491545,52.0,0.067080834551619,89.93291916544838,0.7356326221342897,0.0696515736458991,3.7717582030832864e-06,0.0,-128.0
226371.8023867877,502666.928765662,25.79258728027344,False,6.4384551857426535,52.50702424487101,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,56.45938654831141,-123.398278885139,14620.979487027524,20.75258728027344,0.0813238858388641,89.91867611416113,56.45938654831141,56.0,14620.168848836298,56.39351625753995,56.39351625753995,56.0,0.0813283949632014,89.91867160503679,0.8106381912275538,0.065870290771457,4.509124337290227e-06,0.0,-124.0
226371.8023867877,502641.8141572006,26.008167266845703,False,6.438449812850452,52.50679856316312,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,56.54083895088975,-123.3168309589946,14606.865983983444,20.968167266845704,0.0822480787196204,89.91775192128038,56.54083895088975,57.0,14606.05604323011,56.475048104783525,56.475048104783525,56.0,0.0822526395661021,89.91774736043389,0.8099407533354679,0.0657908461062248,4.560846481663217e-06,1.0,-123.0
224588.66518602817,502541.355723355,18.987483978271484,False,6.41216887585301,52.5061256929103,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,52.52515070642769,-127.35336165176189,13106.888943359594,13.947483978271483,0.0609703544902464,89.93902964550975,52.52515070642769,53.0,13106.15235352246,52.4560644827548,52.4560644827548,52.0,0.060973781133579,89.93902621886642,0.7365898371353978,0.0690862236728904,3.426643332554713e-06,1.0,-127.0
224915.1550960264,502214.8658133568,17.064931869506836,False,6.416908552481438,52.50315016029441,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,54.5201350214226,-125.35462108933216,13169.82597671264,12.024931869506837,0.0523148639024211,89.94768513609758,54.5201350214226,55.0,13169.086656611307,54.452511117116266,54.452511117116266,54.0,0.0523178008873458,89.94768219911265,0.7393201013328508,0.0676239043063304,2.936984924740982e-06,1.0,-125.0
226271.3439529421,502114.4073795112,24.294002532958984,False,6.436857727933219,52.50207234646853,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,58.07115638433972,-121.78778058954856,14232.727559368444,19.254002532958985,0.0775095572028288,89.92249044279717,58.07115638433972,58.0,14231.93610476137,58.0069552064845,58.0069552064845,58.0,0.0775138675946714,89.92248613240533,0.7914546070751385,0.0642011778552245,4.310391842635153e-06,0.0,-122.0
226246.22934448067,501687.45903566736,30.253183364868164,False,6.436396764248856,52.49823902278206,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,59.48913203673391,-120.3701741078214,13985.69960213312,25.213183364868165,0.103291753075622,89.89670824692438,59.48913203673391,59.0,13984.92035142646,59.42656913719939,59.42656913719939,59.0,0.1032975085604687,89.89670249143953,0.7792507066587859,0.0625628995345195,5.755484846714509e-06,0.0,-121.0
226371.8023867877,501587.00060182175,33.43035888671875,False,6.4382242082992045,52.49731992063389,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,60.10522362507861,-119.75263423825166,14041.882616609111,28.39035888671875,0.1158424102388165,89.88415758976119,60.10522362507861,60.0,14041.100623627604,60.0434227678673,60.0434227678673,60.0,0.1158488618487939,89.88415113815121,0.7819929815068463,0.0618008572113097,6.4516099773925806e-06,0.0,-120.0
